Experiment	Sweeper	
Saved Date	28.05.2025 16:24:32	
User		
Date		
Start time	28.05.2025 16:07:32	
Sweep channel: Name	- None (Time) -	
Sweep channel: Start (V)	-Inf	
Sweep channel: Stop (V)	Inf	
Sweep channel: Points	20000	
Sweep channel: Max slew rate (V/s)	0E+0	
Sweep channel: Initial settling time (s)	20E+0	
Sweep channel: End settling time (s)	20E+0	
Sweep channel: Backward sweep	FALSE	
Sweep channel: Number of sweeps	1	
Sweep channel: Reset	FALSE	
Sweep Type	1D-Only SweepCh	
Acquire channels	Input 2 (V)	
Filter type	None	
Order		
Cutoff frq		
Comment01	b_P1_peak1_1741_3_top	

[DATA]
Points	Input 2 (V)
1.6865000E+4	-1.4823928E-1
1.6866000E+4	-1.4723624E-1
1.6867000E+4	-1.5519406E-1
1.6868000E+4	-1.4877459E-1
1.6869000E+4	-1.5953594E-1
1.6870000E+4	-1.4672995E-1
1.6871000E+4	-1.5890086E-1
1.6872000E+4	-1.5223436E-1
1.6873000E+4	-1.4509226E-1
1.6874000E+4	-1.3635109E-1
1.6875000E+4	-1.3317694E-1
1.6876000E+4	-1.2369005E-1
1.6877000E+4	-1.2385476E-1
1.6878000E+4	-1.3682960E-1
1.6879000E+4	-1.4473461E-1
1.6880000E+4	-1.5647019E-1
1.6881000E+4	-1.5556097E-1
1.6882000E+4	-1.5808798E-1
1.6883000E+4	-1.5161443E-1
1.6884000E+4	-1.5751036E-1
1.6885000E+4	-1.5499428E-1
1.6886000E+4	-1.5556420E-1
1.6887000E+4	-1.5668069E-1
1.6888000E+4	-1.4922337E-1
1.6889000E+4	-1.5652454E-1
1.6890000E+4	-1.4578715E-1
1.6891000E+4	-1.5670598E-1
1.6892000E+4	-1.4736512E-1
1.6893000E+4	-1.5825798E-1
1.6894000E+4	-1.5118016E-1
1.6895000E+4	-1.5737645E-1
1.6896000E+4	-1.5217336E-1
1.6897000E+4	-1.5055639E-1
1.6898000E+4	-1.5779594E-1
1.6899000E+4	-1.5057914E-1
1.6900000E+4	-1.4989366E-1
1.6901000E+4	-1.4472570E-1
1.6902000E+4	-1.5671927E-1
1.6903000E+4	-1.5167595E-1
1.6904000E+4	-1.6007024E-1
1.6905000E+4	-1.4848101E-1
1.6906000E+4	-1.5045817E-1
1.6907000E+4	-1.5188971E-1
1.6908000E+4	-1.4817551E-1
1.6909000E+4	-1.4629775E-1
1.6910000E+4	-1.4378865E-1
1.6911000E+4	-1.5169381E-1
1.6912000E+4	-1.4351670E-1
1.6913000E+4	-1.5778565E-1
1.6914000E+4	-1.4966619E-1
1.6915000E+4	-1.5623598E-1
1.6916000E+4	-1.4794566E-1
1.6917000E+4	-1.4408918E-1
1.6918000E+4	-1.4872439E-1
1.6919000E+4	-1.4779060E-1
1.6920000E+4	-1.5315843E-1
1.6921000E+4	-1.4727367E-1
1.6922000E+4	-1.5598595E-1
1.6923000E+4	-1.4394271E-1
1.6924000E+4	-1.5520856E-1
1.6925000E+4	-1.4523293E-1
1.6926000E+4	-1.5464388E-1
1.6927000E+4	-1.5081729E-1
1.6928000E+4	-1.3734517E-1
1.6929000E+4	-1.5510915E-1
1.6930000E+4	-1.4639808E-1
1.6931000E+4	-1.5351401E-1
1.6932000E+4	-1.2695676E-1
1.6933000E+4	-1.3836339E-1
1.6934000E+4	-1.3217504E-1
1.6935000E+4	-1.3714769E-1
1.6936000E+4	-1.2888461E-1
1.6937000E+4	-1.3718103E-1
1.6938000E+4	-1.4431511E-1
1.6939000E+4	-1.3636133E-1
1.6940000E+4	-1.4615975E-1
1.6941000E+4	-1.4818974E-1
1.6942000E+4	-1.5186080E-1
1.6943000E+4	-1.4636491E-1
1.6944000E+4	-1.5982959E-1
1.6945000E+4	-1.4858049E-1
1.6946000E+4	-1.4840832E-1
1.6947000E+4	-1.4609584E-1
1.6948000E+4	-1.4350700E-1
1.6949000E+4	-1.5516387E-1
1.6950000E+4	-1.5386167E-1
1.6951000E+4	-1.5392815E-1
1.6952000E+4	-1.4876530E-1
1.6953000E+4	-1.5663175E-1
1.6954000E+4	-1.4506988E-1
1.6955000E+4	-1.5526298E-1
1.6956000E+4	-1.2794255E-1
1.6957000E+4	-1.4532664E-1
1.6958000E+4	-1.4295694E-1
1.6959000E+4	-1.4301689E-1
1.6960000E+4	-1.5003572E-1
1.6961000E+4	-1.4194885E-1
1.6962000E+4	-1.4916205E-1
1.6963000E+4	-1.4347365E-1
1.6964000E+4	-1.5173981E-1
1.6965000E+4	-1.3971025E-1
1.6966000E+4	-1.4287147E-1
1.6967000E+4	-1.2099290E-1
1.6968000E+4	-1.2125266E-1
1.6969000E+4	-1.3813554E-1
1.6970000E+4	-1.4698154E-1
1.6971000E+4	-1.5213051E-1
1.6972000E+4	-1.4281730E-1
1.6973000E+4	-1.5199982E-1
1.6974000E+4	-1.4177912E-1
1.6975000E+4	-1.4856140E-1
1.6976000E+4	-1.4600840E-1
1.6977000E+4	-1.4886326E-1
1.6978000E+4	-1.4975587E-1
1.6979000E+4	-1.4348958E-1
1.6980000E+4	-1.5126957E-1
1.6981000E+4	-1.3757801E-1
1.6982000E+4	-1.4651150E-1
1.6983000E+4	-1.4234613E-1
1.6984000E+4	-1.5305687E-1
1.6985000E+4	-1.4732036E-1
1.6986000E+4	-1.4559139E-1
1.6987000E+4	-1.3652639E-1
1.6988000E+4	-1.2154416E-1
1.6989000E+4	-1.3643949E-1
1.6990000E+4	-1.2495337E-1
1.6991000E+4	-1.3681941E-1
1.6992000E+4	-1.4235359E-1
1.6993000E+4	-1.5168209E-1
1.6994000E+4	-1.4344664E-1
1.6995000E+4	-1.5083390E-1
1.6996000E+4	-1.4269175E-1
1.6997000E+4	-1.4796717E-1
1.6998000E+4	-1.4609173E-1
1.6999000E+4	-1.4295748E-1
1.7000000E+4	-1.5106405E-1
1.7001000E+4	-1.4419319E-1
1.7002000E+4	-1.5456249E-1
1.7003000E+4	-1.5166380E-1
1.7004000E+4	-1.6129458E-1
1.7005000E+4	-1.5445730E-1
1.7006000E+4	-1.4722919E-1
1.7007000E+4	-1.5291414E-1
1.7008000E+4	-1.4738804E-1
1.7009000E+4	-1.5481979E-1
1.7010000E+4	-1.4875950E-1
1.7011000E+4	-1.5414061E-1
1.7012000E+4	-1.4756176E-1
1.7013000E+4	-1.6246358E-1
1.7014000E+4	-1.5215002E-1
1.7015000E+4	-1.5546510E-1
1.7016000E+4	-1.4810401E-1
1.7017000E+4	-1.5061077E-1
1.7018000E+4	-1.5010415E-1
1.7019000E+4	-1.3024338E-1
1.7020000E+4	-1.3485417E-1
1.7021000E+4	-1.4102410E-1
1.7022000E+4	-1.5476470E-1
1.7023000E+4	-1.4095345E-1
1.7024000E+4	-1.5405673E-1
1.7025000E+4	-1.4162017E-1
1.7026000E+4	-1.4287196E-1
1.7027000E+4	-1.4286934E-1
1.7028000E+4	-1.4220066E-1
1.7029000E+4	-1.5113358E-1
1.7030000E+4	-1.3722633E-1
1.7031000E+4	-1.5001775E-1
1.7032000E+4	-1.4138232E-1
1.7033000E+4	-1.5033610E-1
1.7034000E+4	-1.3875479E-1
1.7035000E+4	-1.4710888E-1
1.7036000E+4	-1.4049155E-1
1.7037000E+4	-1.4912930E-1
1.7038000E+4	-1.4810544E-1
1.7039000E+4	-1.4761579E-1
1.7040000E+4	-1.4944059E-1
1.7041000E+4	-1.4777805E-1
1.7042000E+4	-1.4690229E-1
1.7043000E+4	-1.3997877E-1
1.7044000E+4	-1.4253497E-1
1.7045000E+4	-1.0724248E-1
1.7046000E+4	-1.2913992E-1
1.7047000E+4	-1.2431065E-1
1.7048000E+4	-1.2316404E-1
1.7049000E+4	-1.2398891E-1
1.7050000E+4	-1.3527377E-1
1.7051000E+4	-1.4378357E-1
1.7052000E+4	-1.3868821E-1
1.7053000E+4	-1.4502659E-1
1.7054000E+4	-1.2977509E-1
1.7055000E+4	-1.5046768E-1
1.7056000E+4	-1.3772096E-1
1.7057000E+4	-1.4163384E-1
1.7058000E+4	-1.3982539E-1
1.7059000E+4	-1.3085096E-1
1.7060000E+4	-1.3769409E-1
1.7061000E+4	-1.3017522E-1
1.7062000E+4	-1.3837022E-1
1.7063000E+4	-1.3257141E-1
1.7064000E+4	-1.4918581E-1
1.7065000E+4	-1.3341126E-1
1.7066000E+4	-1.4430977E-1
1.7067000E+4	-1.4243281E-1
1.7068000E+4	-1.3859372E-1
1.7069000E+4	-1.4781593E-1
1.7070000E+4	-1.3851227E-1
1.7071000E+4	-1.5049919E-1
1.7072000E+4	-1.4463009E-1
1.7073000E+4	-1.4116716E-1
1.7074000E+4	-1.2500690E-1
1.7075000E+4	-1.4347053E-1
1.7076000E+4	-1.2239084E-1
1.7077000E+4	-1.3461421E-1
1.7078000E+4	-1.3383007E-1
1.7079000E+4	-1.2922920E-1
1.7080000E+4	-1.5509999E-1
1.7081000E+4	-1.4131442E-1
1.7082000E+4	-1.4642233E-1
1.7083000E+4	-1.4263524E-1
1.7084000E+4	-1.5662149E-1
1.7085000E+4	-1.3912934E-1
1.7086000E+4	-1.4697453E-1
1.7087000E+4	-1.4611435E-1
1.7088000E+4	-1.4287329E-1
1.7089000E+4	-1.4081569E-1
1.7090000E+4	-1.3955379E-1
1.7091000E+4	-1.4910653E-1
1.7092000E+4	-1.3709593E-1
1.7093000E+4	-1.4668396E-1
1.7094000E+4	-1.2744546E-1
1.7095000E+4	-1.5101232E-1
1.7096000E+4	-1.3837597E-1
1.7097000E+4	-1.4747320E-1
1.7098000E+4	-1.4554669E-1
1.7099000E+4	-1.3629459E-1
1.7100000E+4	-1.4169066E-1
1.7101000E+4	-1.3091564E-1
1.7102000E+4	-1.4437120E-1
1.7103000E+4	-1.3428675E-1
1.7104000E+4	-1.3960400E-1
1.7105000E+4	-1.3034604E-1
1.7106000E+4	-1.4240222E-1
1.7107000E+4	-1.4592978E-1
1.7108000E+4	-1.5456893E-1
1.7109000E+4	-1.5236270E-1
1.7110000E+4	-1.4358616E-1
1.7111000E+4	-1.4123139E-1
1.7112000E+4	-1.3757652E-1
1.7113000E+4	-1.4403766E-1
1.7114000E+4	-1.3757324E-1
1.7115000E+4	-1.5341511E-1
1.7116000E+4	-1.4326836E-1
1.7117000E+4	-1.5198378E-1
1.7118000E+4	-1.4672950E-1
1.7119000E+4	-1.4432007E-1
1.7120000E+4	-1.4442362E-1
1.7121000E+4	-1.3353321E-1
1.7122000E+4	-1.4133257E-1
1.7123000E+4	-1.4069484E-1
1.7124000E+4	-1.4726865E-1
1.7125000E+4	-1.4321053E-1
1.7126000E+4	-1.5428790E-1
1.7127000E+4	-1.5221240E-1
1.7128000E+4	-1.5533812E-1
1.7129000E+4	-1.6023798E-1
1.7130000E+4	-1.5546729E-1
1.7131000E+4	-1.5695289E-1
1.7132000E+4	-1.5038480E-1
1.7133000E+4	-1.5673141E-1
1.7134000E+4	-1.4980175E-1
1.7135000E+4	-1.5746646E-1
1.7136000E+4	-1.5450197E-1
1.7137000E+4	-1.5498318E-1
1.7138000E+4	-1.5345973E-1
1.7139000E+4	-1.5128553E-1
1.7140000E+4	-1.5426773E-1
1.7141000E+4	-1.4878082E-1
1.7142000E+4	-1.5616038E-1
1.7143000E+4	-1.5123712E-1
1.7144000E+4	-1.5521102E-1
1.7145000E+4	-1.4878166E-1
1.7146000E+4	-1.5649424E-1
1.7147000E+4	-1.5182364E-1
1.7148000E+4	-1.5958816E-1
1.7149000E+4	-1.5479741E-1
1.7150000E+4	-1.5122776E-1
1.7151000E+4	-1.5995915E-1
1.7152000E+4	-1.5130934E-1
1.7153000E+4	-1.5562598E-1
1.7154000E+4	-1.4673898E-1
1.7155000E+4	-1.5087794E-1
1.7156000E+4	-1.4667241E-1
1.7157000E+4	-1.5498164E-1
1.7158000E+4	-1.5377615E-1
1.7159000E+4	-1.5341161E-1
1.7160000E+4	-1.5703015E-1
1.7161000E+4	-1.5362988E-1
1.7162000E+4	-1.5642071E-1
1.7163000E+4	-1.5570840E-1
1.7164000E+4	-1.5846446E-1
1.7165000E+4	-1.4475635E-1
1.7166000E+4	-1.4795427E-1
1.7167000E+4	-1.4609538E-1
1.7168000E+4	-1.4935762E-1
1.7169000E+4	-1.4670786E-1
1.7170000E+4	-1.5133366E-1
1.7171000E+4	-1.5873981E-1
1.7172000E+4	-1.5325032E-1
1.7173000E+4	-1.5928970E-1
1.7174000E+4	-1.5284716E-1
1.7175000E+4	-1.6086428E-1
1.7176000E+4	-1.4741851E-1
1.7177000E+4	-1.4934358E-1
1.7178000E+4	-1.5054479E-1
1.7179000E+4	-1.5158610E-1
1.7180000E+4	-1.5213442E-1
1.7181000E+4	-1.4313583E-1
1.7182000E+4	-1.5419786E-1
1.7183000E+4	-1.4788035E-1
1.7184000E+4	-1.5399872E-1
1.7185000E+4	-1.5437533E-1
1.7186000E+4	-1.5595116E-1
1.7187000E+4	-1.5185674E-1
1.7188000E+4	-1.6126359E-1
1.7189000E+4	-1.6157579E-1
1.7190000E+4	-1.5826710E-1
1.7191000E+4	-1.6105632E-1
1.7192000E+4	-1.5144530E-1
1.7193000E+4	-1.5315622E-1
1.7194000E+4	-1.5353157E-1
1.7195000E+4	-1.5214498E-1
1.7196000E+4	-1.2914251E-1
1.7197000E+4	-1.3643967E-1
1.7198000E+4	-1.3013439E-1
1.7199000E+4	-1.3581082E-1
1.7200000E+4	-1.3427727E-1
1.7201000E+4	-1.2671065E-1
1.7202000E+4	-1.3570675E-1
1.7203000E+4	-1.2443681E-1
1.7204000E+4	-1.3505408E-1
1.7205000E+4	-1.2941767E-1
1.7206000E+4	-1.3836145E-1
1.7207000E+4	-1.3277227E-1
1.7208000E+4	-1.4377777E-1
1.7209000E+4	-1.4193018E-1
1.7210000E+4	-1.2693483E-1
1.7211000E+4	-1.3599190E-1
1.7212000E+4	-1.3108020E-1
1.7213000E+4	-1.4412497E-1
1.7214000E+4	-1.4424841E-1
1.7215000E+4	-1.5659390E-1
1.7216000E+4	-1.5003130E-1
1.7217000E+4	-1.5493605E-1
1.7218000E+4	-1.5377600E-1
1.7219000E+4	-1.4166827E-1
1.7220000E+4	-1.5255401E-1
1.7221000E+4	-1.4558564E-1
1.7222000E+4	-1.5444629E-1
1.7223000E+4	-1.3835081E-1
1.7224000E+4	-1.4060888E-1
1.7225000E+4	-1.3047481E-1
1.7226000E+4	-1.4164501E-1
1.7227000E+4	-1.2847947E-1
1.7228000E+4	-1.3965990E-1
1.7229000E+4	-1.3823001E-1
1.7230000E+4	-1.5342321E-1
1.7231000E+4	-1.5217263E-1
1.7232000E+4	-1.5030444E-1
1.7233000E+4	-1.6172363E-1
1.7234000E+4	-1.5484066E-1
1.7235000E+4	-1.6097520E-1
1.7236000E+4	-1.5513733E-1
1.7237000E+4	-1.6021112E-1
1.7238000E+4	-1.5998973E-1
1.7239000E+4	-1.5473786E-1
1.7240000E+4	-1.4941220E-1
1.7241000E+4	-1.4826818E-1
1.7242000E+4	-1.5730156E-1
1.7243000E+4	-1.4686085E-1
1.7244000E+4	-1.5741633E-1
1.7245000E+4	-1.5219171E-1
1.7246000E+4	-1.5951885E-1
1.7247000E+4	-1.4559495E-1
1.7248000E+4	-1.5576574E-1
1.7249000E+4	-1.4808644E-1
1.7250000E+4	-1.4372166E-1
1.7251000E+4	-1.5079151E-1
1.7252000E+4	-1.4181563E-1
1.7253000E+4	-1.4877534E-1
1.7254000E+4	-1.2993567E-1
1.7255000E+4	-1.4511521E-1
1.7256000E+4	-1.2492423E-1
1.7257000E+4	-1.4716938E-1
1.7258000E+4	-1.4439259E-1
1.7259000E+4	-1.5174434E-1
1.7260000E+4	-1.5109840E-1
1.7261000E+4	-1.4841026E-1
1.7262000E+4	-1.5006150E-1
1.7263000E+4	-1.4549889E-1
1.7264000E+4	-1.5028566E-1
1.7265000E+4	-1.3831812E-1
1.7266000E+4	-1.5051252E-1
1.7267000E+4	-1.5086664E-1
1.7268000E+4	-1.5670070E-1
1.7269000E+4	-1.5206227E-1
1.7270000E+4	-1.5352619E-1
1.7271000E+4	-1.5307905E-1
1.7272000E+4	-1.4523558E-1
1.7273000E+4	-1.5405519E-1
1.7274000E+4	-1.4713228E-1
1.7275000E+4	-1.5654501E-1
1.7276000E+4	-1.5181307E-1
1.7277000E+4	-1.5992722E-1
1.7278000E+4	-1.5009765E-1
1.7279000E+4	-1.5080227E-1
1.7280000E+4	-1.5327969E-1
1.7281000E+4	-1.5193038E-1
1.7282000E+4	-1.6375220E-1
1.7283000E+4	-1.5466855E-1
1.7284000E+4	-1.5867585E-1
1.7285000E+4	-1.5208420E-1
1.7286000E+4	-1.5718573E-1
1.7287000E+4	-1.5377565E-1
1.7288000E+4	-1.6005901E-1
1.7289000E+4	-1.5382162E-1
1.7290000E+4	-1.5077941E-1
1.7291000E+4	-1.5380630E-1
1.7292000E+4	-1.4256361E-1
1.7293000E+4	-1.5749373E-1
1.7294000E+4	-1.5056144E-1
1.7295000E+4	-1.6026770E-1
1.7296000E+4	-1.5232377E-1
1.7297000E+4	-1.6209482E-1
1.7298000E+4	-1.5728645E-1
1.7299000E+4	-1.5780255E-1
1.7300000E+4	-1.5798661E-1
1.7301000E+4	-1.5501423E-1
1.7302000E+4	-1.5973137E-1
1.7303000E+4	-1.4817347E-1
1.7304000E+4	-1.5644288E-1
1.7305000E+4	-1.5008348E-1
1.7306000E+4	-1.6033341E-1
1.7307000E+4	-1.4617579E-1
1.7308000E+4	-1.5300657E-1
1.7309000E+4	-1.5302379E-1
1.7310000E+4	-1.5476711E-1
1.7311000E+4	-1.5519942E-1
1.7312000E+4	-1.5392861E-1
1.7313000E+4	-1.6022013E-1
1.7314000E+4	-1.5119050E-1
1.7315000E+4	-1.5918830E-1
1.7316000E+4	-1.5469840E-1
1.7317000E+4	-1.6475509E-1
1.7318000E+4	-1.5916263E-1
1.7319000E+4	-1.5498276E-1
1.7320000E+4	-1.5338443E-1
1.7321000E+4	-1.4826515E-1
1.7322000E+4	-1.5408714E-1
1.7323000E+4	-1.4926744E-1
1.7324000E+4	-1.5864058E-1
1.7325000E+4	-1.3830902E-1
1.7326000E+4	-1.3959119E-1
1.7327000E+4	-1.2850864E-1
1.7328000E+4	-1.5352175E-1
1.7329000E+4	-1.4872973E-1
1.7330000E+4	-1.4924245E-1
1.7331000E+4	-1.5219796E-1
1.7332000E+4	-1.4856493E-1
1.7333000E+4	-1.4916886E-1
1.7334000E+4	-1.4458081E-1
1.7335000E+4	-1.5575093E-1
1.7336000E+4	-1.4688583E-1
1.7337000E+4	-1.6265088E-1
1.7338000E+4	-1.5310617E-1
1.7339000E+4	-1.5967800E-1
1.7340000E+4	-1.5473618E-1
1.7341000E+4	-1.5345450E-1
1.7342000E+4	-1.6513279E-1
1.7343000E+4	-1.5826464E-1
1.7344000E+4	-1.6340181E-1
1.7345000E+4	-1.5095118E-1
1.7346000E+4	-1.5852514E-1
1.7347000E+4	-1.5090340E-1
1.7348000E+4	-1.5649004E-1
1.7349000E+4	-1.5257332E-1
1.7350000E+4	-1.5214741E-1
1.7351000E+4	-1.5108712E-1
1.7352000E+4	-1.4314263E-1
1.7353000E+4	-1.3696715E-1
1.7354000E+4	-1.3075948E-1
1.7355000E+4	-1.4146295E-1
1.7356000E+4	-1.3253696E-1
1.7357000E+4	-1.4272815E-1
1.7358000E+4	-1.4014906E-1
1.7359000E+4	-1.5599842E-1
1.7360000E+4	-1.5591662E-1
1.7361000E+4	-1.6074792E-1
1.7362000E+4	-1.6307665E-1
1.7363000E+4	-1.4818044E-1
1.7364000E+4	-1.6074109E-1
1.7365000E+4	-1.4955170E-1
1.7366000E+4	-1.4426266E-1
1.7367000E+4	-1.3021162E-1
1.7368000E+4	-1.3596827E-1
1.7369000E+4	-1.2892047E-1
1.7370000E+4	-1.5137722E-1
1.7371000E+4	-1.5914395E-1
1.7372000E+4	-1.5517215E-1
1.7373000E+4	-1.6554771E-1
1.7374000E+4	-1.4520440E-1
1.7375000E+4	-1.6590005E-1
1.7376000E+4	-1.5440692E-1
1.7377000E+4	-1.5852389E-1
1.7378000E+4	-1.5195368E-1
1.7379000E+4	-1.4237134E-1
1.7380000E+4	-1.4459337E-1
1.7381000E+4	-1.3749894E-1
1.7382000E+4	-1.4613558E-1
1.7383000E+4	-1.3043128E-1
1.7384000E+4	-1.5324004E-1
1.7385000E+4	-1.4559944E-1
1.7386000E+4	-1.5066417E-1
1.7387000E+4	-1.3241743E-1
1.7388000E+4	-1.4530239E-1
1.7389000E+4	-1.3534364E-1
1.7390000E+4	-1.4330277E-1
1.7391000E+4	-1.3593492E-1
1.7392000E+4	-1.3200498E-1
1.7393000E+4	-1.4924479E-1
1.7394000E+4	-1.3446270E-1
1.7395000E+4	-1.5988028E-1
1.7396000E+4	-1.5276532E-1
1.7397000E+4	-1.5657978E-1
1.7398000E+4	-1.5170111E-1
1.7399000E+4	-1.5761130E-1
1.7400000E+4	-1.5132126E-1
1.7401000E+4	-1.5021187E-1
1.7402000E+4	-1.5743634E-1
1.7403000E+4	-1.5969366E-1
1.7404000E+4	-1.6598485E-1
1.7405000E+4	-1.5635438E-1
1.7406000E+4	-1.6488731E-1
1.7407000E+4	-1.4554329E-1
1.7408000E+4	-1.5654600E-1
1.7409000E+4	-1.4948189E-1
1.7410000E+4	-1.5537247E-1
1.7411000E+4	-1.5550160E-1
1.7412000E+4	-1.5486848E-1
1.7413000E+4	-1.6140592E-1
1.7414000E+4	-1.5465461E-1
1.7415000E+4	-1.4465818E-1
1.7416000E+4	-1.4832479E-1
1.7417000E+4	-1.6208886E-1
1.7418000E+4	-1.5203410E-1
1.7419000E+4	-1.5081309E-1
1.7420000E+4	-1.5517360E-1
1.7421000E+4	-1.5928999E-1
1.7422000E+4	-1.6578113E-1
1.7423000E+4	-1.5802838E-1
1.7424000E+4	-1.6055799E-1
1.7425000E+4	-1.5219769E-1
1.7426000E+4	-1.5443292E-1
1.7427000E+4	-1.3903791E-1
1.7428000E+4	-1.4045703E-1
1.7429000E+4	-1.3816753E-1
1.7430000E+4	-1.5834722E-1
1.7431000E+4	-1.5846667E-1
1.7432000E+4	-1.4832914E-1
1.7433000E+4	-1.6046722E-1
1.7434000E+4	-1.5611377E-1
1.7435000E+4	-1.6392621E-1
1.7436000E+4	-1.5327084E-1
1.7437000E+4	-1.6444755E-1
1.7438000E+4	-1.6153741E-1
1.7439000E+4	-1.6210602E-1
1.7440000E+4	-1.5555215E-1
1.7441000E+4	-1.4912771E-1
1.7442000E+4	-1.3740520E-1
1.7443000E+4	-1.2878193E-1
1.7444000E+4	-1.5917704E-1
1.7445000E+4	-1.5343556E-1
1.7446000E+4	-1.6202831E-1
1.7447000E+4	-1.5844810E-1
1.7448000E+4	-1.5364005E-1
1.7449000E+4	-1.4536762E-1
1.7450000E+4	-1.6136998E-1
1.7451000E+4	-1.5000682E-1
1.7452000E+4	-1.3913313E-1
1.7453000E+4	-1.4108187E-1
1.7454000E+4	-1.4737824E-1
1.7455000E+4	-1.6414537E-1
1.7456000E+4	-1.5710819E-1
1.7457000E+4	-1.6734111E-1
1.7458000E+4	-1.5880914E-1
1.7459000E+4	-1.6429266E-1
1.7460000E+4	-1.6181916E-1
1.7461000E+4	-1.5607816E-1
1.7462000E+4	-1.5939957E-1
1.7463000E+4	-1.5272264E-1
1.7464000E+4	-1.5352525E-1
1.7465000E+4	-1.5490907E-1
1.7466000E+4	-1.6143447E-1
1.7467000E+4	-1.5394220E-1
1.7468000E+4	-1.5876770E-1
1.7469000E+4	-1.5139538E-1
1.7470000E+4	-1.5654813E-1
1.7471000E+4	-1.5226595E-1
1.7472000E+4	-1.4941940E-1
1.7473000E+4	-1.6158456E-1
1.7474000E+4	-1.5288314E-1
1.7475000E+4	-1.5656032E-1
1.7476000E+4	-1.2507543E-1
1.7477000E+4	-1.3035884E-1
1.7478000E+4	-1.2021071E-1
1.7479000E+4	-1.3563205E-1
1.7480000E+4	-1.1998678E-1
1.7481000E+4	-1.4146563E-1
1.7482000E+4	-1.4652838E-1
1.7483000E+4	-1.3928825E-1
1.7484000E+4	-1.4746907E-1
1.7485000E+4	-1.2438898E-1
1.7486000E+4	-1.3848189E-1
1.7487000E+4	-1.2080781E-1
1.7488000E+4	-1.4324299E-1
1.7489000E+4	-1.4327054E-1
1.7490000E+4	-1.4811143E-1
1.7491000E+4	-1.4927857E-1
1.7492000E+4	-1.4016183E-1
1.7493000E+4	-1.4945221E-1
1.7494000E+4	-1.4757882E-1
1.7495000E+4	-1.5304944E-1
1.7496000E+4	-1.5015830E-1
1.7497000E+4	-1.5674037E-1
1.7498000E+4	-1.4570934E-1
1.7499000E+4	-1.5686834E-1
1.7500000E+4	-1.5914547E-1
1.7501000E+4	-1.5429597E-1
1.7502000E+4	-1.5659635E-1
1.7503000E+4	-1.4566496E-1
1.7504000E+4	-1.5727833E-1
1.7505000E+4	-1.4401786E-1
1.7506000E+4	-1.5776818E-1
1.7507000E+4	-1.4819703E-1
1.7508000E+4	-1.5611361E-1
1.7509000E+4	-1.5314709E-1
1.7510000E+4	-1.4655963E-1
1.7511000E+4	-1.3388692E-1
1.7512000E+4	-1.4732255E-1
1.7513000E+4	-1.5019743E-1
1.7514000E+4	-1.4115663E-1
1.7515000E+4	-1.5352282E-1
1.7516000E+4	-1.4481576E-1
1.7517000E+4	-1.4812726E-1
1.7518000E+4	-1.4302833E-1
1.7519000E+4	-1.4870597E-1
1.7520000E+4	-1.5054992E-1
1.7521000E+4	-1.4806589E-1
1.7522000E+4	-1.5877979E-1
1.7523000E+4	-1.4149299E-1
1.7524000E+4	-1.5024793E-1
1.7525000E+4	-1.3326611E-1
1.7526000E+4	-1.4729214E-1
1.7527000E+4	-1.3734333E-1
1.7528000E+4	-1.4694175E-1
1.7529000E+4	-1.0777370E-1
1.7530000E+4	-1.4256091E-1
1.7531000E+4	-1.3557288E-1
1.7532000E+4	-1.2452530E-1
1.7533000E+4	-1.5729718E-1
1.7534000E+4	-1.4463426E-1
1.7535000E+4	-1.5204529E-1
1.7536000E+4	-1.4270347E-1
1.7537000E+4	-1.4538990E-1
1.7538000E+4	-1.4464314E-1
1.7539000E+4	-1.5284127E-1
1.7540000E+4	-1.5494707E-1
1.7541000E+4	-1.4869660E-1
1.7542000E+4	-1.6322429E-1
1.7543000E+4	-1.5367793E-1
1.7544000E+4	-1.6157871E-1
1.7545000E+4	-1.5301698E-1
1.7546000E+4	-1.5860961E-1
1.7547000E+4	-1.4888929E-1
1.7548000E+4	-1.5526375E-1
1.7549000E+4	-1.5201508E-1
1.7550000E+4	-1.5249774E-1
1.7551000E+4	-1.5835316E-1
1.7552000E+4	-1.5104638E-1
1.7553000E+4	-1.5797360E-1
1.7554000E+4	-1.4748979E-1
1.7555000E+4	-1.5568732E-1
1.7556000E+4	-1.5201971E-1
1.7557000E+4	-1.6001353E-1
1.7558000E+4	-1.5382308E-1
1.7559000E+4	-1.3404417E-1
1.7560000E+4	-1.4189614E-1
1.7561000E+4	-1.2678018E-1
1.7562000E+4	-1.3818735E-1
1.7563000E+4	-1.2944372E-1
1.7564000E+4	-1.5335742E-1
1.7565000E+4	-1.3581271E-1
1.7566000E+4	-1.5172942E-1
1.7567000E+4	-1.5607738E-1
1.7568000E+4	-1.6020058E-1
1.7569000E+4	-1.4891925E-1
1.7570000E+4	-1.3595194E-1
1.7571000E+4	-1.3619788E-1
1.7572000E+4	-1.2538753E-1
1.7573000E+4	-1.4268127E-1
1.7574000E+4	-1.1912055E-1
1.7575000E+4	-1.3686381E-1
1.7576000E+4	-1.4063996E-1
1.7577000E+4	-1.5650104E-1
1.7578000E+4	-1.5495299E-1
1.7579000E+4	-1.5315516E-1
1.7580000E+4	-1.5745570E-1
1.7581000E+4	-1.4758892E-1
1.7582000E+4	-1.3992937E-1
